   15.6250000000000       5.741799635091432E-004
   23.4375000000000       6.473772297322257E-004
   31.2500000000000       4.973676137092035E-004
   39.0625000000000       5.558287395157996E-004
   46.8750000000000       7.833548546530954E-004
   54.6875000000000       2.189102328341839E-003
   62.5000000000000       1.916725712692603E-003
   70.3125000000000       9.354417302744663E-004
   78.1250000000000       7.171197246889038E-004
   85.9375000000000       5.676696539692193E-004
   93.7500000000000       5.722781401937820E-004
   101.562500000000       6.216775541440523E-004
   109.375000000000       6.670159242356939E-004
   117.187500000000       1.125762782538080E-003
   125.000000000000       3.073311841763527E-003
   132.812500000000       2.520955927201237E-003
   140.625000000000       1.059336099863595E-003
   148.437500000000       7.534940016471149E-004
   156.250000000000       5.530299608448290E-004
   164.062500000000       4.328099329770364E-004
   171.875000000000       3.937268023681146E-004
   179.687500000000       4.821927432694181E-004
   187.500000000000       4.870372124243814E-004
   195.312500000000       3.879031637835027E-004
   203.125000000000       4.676185517936429E-004
   210.937500000000       4.874754945431351E-004
   218.750000000000       4.500263468673066E-004
   226.562500000000       4.072492295298565E-004
   234.375000000000       3.841255121660173E-004
   242.187500000000       3.957099012864243E-004
   250.000000000000       4.271670124846371E-004
   257.812500000000       4.153367521750898E-004
   265.625000000000       4.679474408517761E-004
   273.437500000000       4.195398974144196E-004
   281.250000000000       3.840790466641846E-004
   289.062500000000       3.314547102624849E-004
   296.875000000000       3.117540809031571E-004
   304.687500000000       3.992796564283447E-004
   312.500000000000       4.243576171869209E-004
   320.312500000000       4.093639581380546E-004
   328.125000000000       3.350698295389900E-004
   335.937500000000       3.384679627190559E-004
   343.750000000000       3.447353395376740E-004
   351.562500000000       3.556971771660755E-004
   359.375000000000       4.016058552830618E-004
   367.187500000000       4.246351699219727E-004
   375.000000000000       5.089036134738120E-004
   382.812500000000       3.845073945528843E-004
   390.625000000000       4.094065805712305E-004
   398.437500000000       4.177166670125374E-004
   406.250000000000       3.560042266351843E-004
   414.062500000000       3.169318356000942E-004
   421.875000000000       3.230875374910343E-004
   429.687500000000       3.688504608127481E-004
   437.500000000000       3.032424953158436E-004
   445.312500000000       2.895569278127764E-004
   453.125000000000       3.936899587095519E-004
   460.937500000000       3.753100074993731E-004
   468.750000000000       3.856295659297763E-004
   476.562500000000       3.815656555555318E-004
   484.375000000000       4.305501536967943E-004
   492.187500000000       4.544008056643791E-004
   500.000000000000       4.081442566436132E-004
